,aldh1a2_4mer_apo.1,aldh1a2_4mer_apo.2,aldh1a2_4mer_apo.3,aldh1a2_4mer_apo_lig.1,aldh1a2_4mer_apo_lig.2,aldh1a2_4mer_apo_lig.3,aldh1a2_4mer_nad.1,aldh1a2_4mer_nad.2,aldh1a2_4mer_nad.3,aldh1a2_4mer_nad_lig.1,aldh1a2_4mer_nad_lig.2,aldh1a2_4mer_nad_lig.3,aldh2_4mer_apo.1,aldh2_4mer_apo.2,aldh2_4mer_apo.3,aldh2_4mer_apo_lig.1,aldh2_4mer_apo_lig.2,aldh2_4mer_apo_lig.3,aldh2_4mer_nad.1,aldh2_4mer_nad.2,aldh2_4mer_nad.3,aldh2_4mer_nad_lig.1,aldh2_4mer_nad_lig.2,aldh2_4mer_nad_lig.3
44,520.99,454.3,397.335,552.53,592.8125,543.995,497.72,390.9075,427.14000000000004,483.13750000000005,473.7975,533.3025,403.3825,433.135,431.95000000000005,597.78,586.9775,520.5074999999999,410.615,378.32500000000005,493.77750000000003,554.3625,556.8475000000001,534.2775
45,516.7800000000001,550.42,426.16999999999996,543.5125,575.855,617.3299999999999,502.845,370.60249999999996,468.7175,505.22249999999997,490.21250000000003,490.6425,407.7525,453.76,401.49,592.4325,592.2175000000001,574.7724999999999,489.5625,457.7075,492.805,562.3575,556.9549999999999,529.9000000000001
46,451.1725,480.8175,395.81999999999994,559.0074999999999,588.5999999999999,613.385,517.9150000000001,391.0675,434.42999999999995,514.78,449.44,541.405,347.165,466.8275,334.26000000000005,585.9525000000001,534.0075,507.87249999999995,422.44,411.90999999999997,469.85499999999996,594.4325,565.7049999999999,531.5775
47,521.9675,502.03999999999996,392.365,555.8725,587.4675,639.525,500.635,374.16499999999996,478.4375,510.24750000000006,486.97499999999997,543.73,370.6,365.03499999999997,322.8125,567.9725,628.6700000000001,505.93,420.33250000000004,436.5875,541.1875,527.85,546.645,494.3125
48,536.9775000000001,521.4225,377.7325,522.125,582.5525,601.45,537.6775,385.77750000000003,475.57750000000004,532.225,486.10749999999996,577.9625000000001,387.615,443.93249999999995,354.18999999999994,534.765,598.1575,513.8125,396.68750000000006,406.62,493.1825,564.5699999999999,544.5899999999999,518.7249999999999
49,524.4475,445.1225,414.07,534.115,534.6,597.8325,546.375,364.98249999999996,424.60249999999996,519.75,485.0825,556.415,399.01000000000005,462.34749999999997,327.1875,540.16,564.515,508.5175,434.64750000000004,364.715,520.8825,586.495,581.5799999999999,545.1825
50,514.675,577.475,387.615,565.11,593.515,603.72,507.65500000000003,360.395,394.6875,532.71,511.38,554.31,379.02250000000004,459.055,345.0075,609.065,544.2675,540.3799999999999,394.95500000000004,437.94,481.5725,600.6425,566.4075,512.1375
51,482.165,501.01249999999993,413.855,585.955,579.7974999999999,595.2425000000001,526.07,401.325,449.1725,495.23249999999996,460.83750000000003,547.9350000000001,407.2675,439.1275,354.08000000000004,587.3025,612.8475,517.375,417.0425,381.4575,514.405,617.435,578.665,531.0375
52,505.4375,484.325,406.78,553.5525,582.8225,590.7049999999999,507.385,451.54999999999995,415.4175,520.0725,485.9425,521.7475,383.07750000000004,441.99,295.2175,562.7325,616.2475,474.0125,418.0125,404.945,486.53999999999996,584.7125,558.6325,546.8050000000001
53,442.74750000000006,415.315,420.39000000000004,559.71,599.13,580.1225000000001,574.4525000000001,405.21999999999997,442.26,514.0250000000001,491.185,548.9125,399.435,506.1424999999999,351.21500000000003,578.5550000000001,599.7249999999999,525.7425,453.0575,398.3075,527.0925,636.12,532.3325,544.0525
54,454.0824999999999,478.38749999999993,387.83,503.01,560.6275,590.0575,535.8975,399.16499999999996,473.95750000000004,561.5475,495.935,535.8425,383.885,447.60499999999996,382.105,588.9225,625.6975,517.425,410.725,396.9525,527.3675000000001,598.3225,577.6899999999999,515.6475
55,497.44500000000005,523.475,461.15749999999997,518.9425,548.8025,577.4200000000001,514.515,433.2425,483.14,548.6949999999999,509.3825,537.1375,384.37250000000006,423.96000000000004,341.445,554.5799999999999,555.4975,529.74,396.355,379.245,553.825,612.3074999999999,560.79,500.2025
56,460.945,484.9200000000001,418.3375,550.4200000000001,569.0475,605.0124999999999,514.835,413.37,502.46750000000003,579.3699999999999,512.5125,503.875,395.01250000000005,411.965,299.32250000000005,533.79,573.5875,476.55,437.345,411.5325,519.3175,564.0825,568.245,530.225
57,469.04249999999996,444.5275,420.5575,553.0675,569.9124999999999,610.2,526.175,407.21250000000003,455.49249999999995,524.34,499.8775,516.295,432.43,400.90000000000003,380.375,527.2575,596.3225,497.1775,429.515,446.7975,500.2,634.23,554.6325,540.4325
58,481.14,448.09000000000003,367.3625,553.0675000000001,603.45,591.0325,554.7974999999999,397.81500000000005,373.46500000000003,544.7025000000001,481.6775,517.105,399.4375,419.90250000000003,343.8725,549.7175,586.71,516.7225,448.6325,457.21750000000003,517.32,593.0799999999999,549.34,498.42
59,498.205,461.4275,370.0075,533.68,579.0975,599.885,484.27,440.90999999999997,395.01,544.5375,518.0775,519.37,427.5725,405.21750000000003,386.315,542.59,592.1099999999999,511.9225,428.49,410.6675,503.385,620.1899999999999,566.4074999999999,508.89750000000004
60,506.845,507.655,410.56,524.3924999999999,586.8175,620.1924999999999,515.265,428.005,447.77,512.7275,564.4100000000001,547.505,450.6825,454.51500000000004,436.915,572.8325,585.09,481.465,443.6625,414.665,549.07,601.775,571.8075,537.5699999999999
61,537.2975,533.3025,358.23999999999995,507.49,571.805,647.19,500.31,411.21000000000004,455.5975,503.2825,508.895,525.2025000000001,423.4725,441.5025,402.405,562.5725,596.97,473.685,455.97749999999996,500.0375,517.265,618.6775,553.5,529.5225
62,505.00749999999994,481.14,411.1575,547.13,595.7275,641.0325,460.8375,436.10249999999996,424.60249999999996,534.06,535.4075,531.8475,406.35,483.5175,387.28999999999996,536.22,578.5024999999999,491.6175,454.03499999999997,415.315,537.9475,595.46,554.525,484.595
63,533.52,482.5475,394.09000000000003,545.0775,620.1875,596.755,498.855,396.035,415.635,491.07749999999993,487.295,531.0374999999999,441.83000000000004,441.71999999999997,377.46000000000004,579.9024999999999,572.4525000000001,461.96750000000003,456.72999999999996,449.875,505.98,616.2475,589.625,514.025
64,439.28999999999996,507.54499999999996,410.62,556.9024999999999,571.97,626.0225,498.63500000000005,400.6775,453.8175,531.845,487.9425000000001,541.9949999999999,430.86750000000006,436.48249999999996,411.21,546.8050000000001,582.4975000000001,539.46,460.2425,473.03999999999996,473.635,641.0325,608.1474999999999,532.4925000000001
65,408.62,509.5425,384.5874999999999,535.4625,611.765,655.0225,508.6824999999999,370.76750000000004,490.37249999999995,535.0875000000001,532.8175,566.9475,446.74,439.7225,375.57,590.38,582.5525,501.6075,418.4975,420.49749999999995,492.20750000000004,609.9325,565.0,506.5175
66,381.6675,519.7525,359.41999999999996,564.625,615.5425,636.4975,487.51000000000005,427.6275,428.49,493.77500000000003,559.6575,583.2,399.275,408.1875,387.93499999999995,551.2875,580.8274999999999,545.5049999999999,456.6775,450.0375,449.3875,651.2375000000001,588.6525,529.47
67,409.97,509.00249999999994,391.3925,570.3475,593.0275,662.4725000000001,533.465,429.515,405.8075,522.5074999999999,585.3599999999999,519.91,480.97749999999996,393.985,439.50500000000005,502.57750000000004,563.1650000000001,566.0300000000001,442.855,424.98,475.52500000000003,626.185,595.46,541.1875
68,475.68499999999995,532.28,391.93249999999995,537.625,623.485,612.7375000000001,466.67,446.635,457.05999999999995,540.215,539.0825,518.885,367.79499999999996,436.265,445.1225,559.7625,571.6424999999999,544.1049999999999,450.7375,446.3675,445.015,641.5725,604.9074999999999,522.1275
69,462.23749999999995,535.7325000000001,415.4775,533.4625,633.4725,641.95,466.13,430.75750000000005,458.02750000000003,506.73499999999996,534.5975,493.8325,416.395,451.49,438.6425,548.8575,582.4949999999999,483.13750000000005,449.97999999999996,483.625,458.03000000000003,625.2675,600.4250000000001,492.04499999999996
70,449.605,546.48,393.87499999999994,516.51,617.0025,669.7075,482.91999999999996,403.59499999999997,438.9675,520.7199999999999,515.8625,528.12,384.4275,405.1075,408.2425,549.125,618.0849999999999,538.9725000000001,450.79249999999996,482.1625,501.1775,630.9375,564.3,516.6175
71,435.2425,552.0425,357.10249999999996,510.19,628.02,661.93,487.51,424.1675,448.73999999999995,516.295,519.425,541.7275,369.36,435.23999999999995,439.28999999999996,592.325,569.5375,535.6825,406.1875,463.37249999999995,477.90250000000003,630.9925000000001,541.5675,522.1825
72,517.535,563.5450000000001,374.98,577.585,624.4575,647.135,499.1725,409.85999999999996,478.98,511.97249999999997,554.15,538.76,417.585,400.8425,462.18,557.98,558.9574999999999,555.3374999999999,401.76,377.8375,486.22,635.3125,557.4949999999999,534.8700000000001
73,436.485,502.7950000000001,397.2225,566.6225000000001,594.1075,655.0725,457.80999999999995,425.7375,465.75,517.375,568.405,572.6725,460.7275,424.5475,460.4575,584.175,561.2225,529.1474999999999,463.265,376.92,451.115,607.015,609.93,527.5274999999999
74,438.54,505.9275,447.985,560.4125,602.53,644.49,501.4425,428.92,466.4025,543.135,538.165,552.8525,431.625,399.33,446.69,573.5875000000001,559.4925000000001,550.8,478.44,451.3325,481.08750000000003,634.0124999999999,566.62,544.43
75,513.0,522.83,355.9125,583.7925,598.7,636.015,513.2175,435.025,437.24,510.4075,544.375,519.6425,462.51,442.85499999999996,445.985,573.3725000000001,563.7574999999999,504.415,444.15,434.91999999999996,454.52,623.645,571.3199999999999,550.6949999999999
76,476.12,490.53499999999997,430.21999999999997,540.8625,582.1225,654.585,560.1949999999999,394.30499999999995,405.53749999999997,561.6525,522.99,549.775,438.75,421.3075,506.0875,576.935,601.7225,498.3125,397.87,448.63750000000005,529.6324999999999,624.4025,562.8975,566.19
77,513.2175,476.175,388.8,518.02,639.3075,616.6275,534.8125,398.67999999999995,518.6724999999999,515.16,529.0925,557.01,388.20500000000004,405.7025,462.34749999999997,553.0675,598.5350000000001,504.57500000000005,433.1875,420.39,439.72249999999997,644.3825,604.8000000000001,554.2025
78,450.74,473.47249999999997,399.06249999999994,551.9325,586.115,615.87,586.6025,360.45,514.9425,539.9449999999999,530.6575,559.6025000000001,417.8525,453.8725,483.84000000000003,580.5,595.9425,585.195,449.28,433.6225,521.315,624.5075,601.29,526.5025
79,523.5825,542.3775,309.6375,576.775,648.5925,605.015,557.1700000000001,415.745,500.04249999999996,509.33,545.725,577.8,417.20250000000004,454.73249999999996,492.965,556.2550000000001,601.6125,557.9825000000001,424.4925,375.73249999999996,462.99750000000006,657.1799999999998,559.925,495.395
80,520.7225,519.8025,336.58,551.7725,647.4575,590.5450000000001,500.90500000000003,365.795,531.8975,502.63249999999994,551.4475,571.105,392.69000000000005,426.33000000000004,436.21,554.6324999999999,598.5375,554.525,462.51,432.4325,435.075,618.9475,605.555,513.4325
81,463.425,554.2025,391.5025,583.5225,572.725,660.3675,533.4125,379.5675,488.7,526.6075,533.5725,583.3075,411.90999999999997,450.90000000000003,441.395,548.3149999999999,601.5074999999999,516.7774999999999,449.54999999999995,437.02250000000004,504.9025,626.3475,573.9675,542.5925
82,454.3575,511.32750000000004,393.7175000000001,522.935,628.775,674.0825,560.6275,372.2225,513.5350000000001,525.3675,568.8875,609.23,395.8725,477.36249999999995,478.385,579.2574999999999,574.775,517.2674999999999,432.4325,408.45500000000004,480.815,653.9925,578.3399999999999,547.775
83,515.5350000000001,541.295,384.8625,577.1525,615.71,644.6524999999999,462.5625,408.89000000000004,463.53249999999997,519.265,504.1975,597.5075,389.61,487.2975,446.69000000000005,571.5375,588.9224999999999,536.7075,429.03,471.25750000000005,464.02250000000004,630.7750000000001,551.665,555.875
84,495.72,447.0675,356.4549999999999,566.5675,585.575,649.565,484.76,393.715,459.49,510.7825,541.24,513.325,441.0175,434.2675,456.30000000000007,544.2125,611.8725000000001,513.865,455.48749999999995,418.01,472.0125,636.93,550.905,500.795
85,440.37,423.465,316.8725,573.21,632.7175,642.655,490.15999999999997,425.14250000000004,491.02500000000003,531.63,537.57,546.59,437.4,460.7825,471.0425,576.935,606.15,542.375,447.44,443.5025,514.025,645.95,596.9725000000001,504.25
86,465.37,471.3125,343.5975,535.4625,630.18,648.27,511.59499999999997,438.21000000000004,446.96,488.96750000000003,576.1275,540.0525,388.58250000000004,405.32500000000005,444.52750000000003,569.7,547.99,551.88,420.9325,428.49,457.8675,601.18,591.7875,495.45
87,481.57250000000005,493.3425,352.34499999999997,547.02,644.38,657.1275,514.5649999999999,409.1575,472.5,535.14,515.1075000000001,532.9275,416.935,454.57750000000004,418.875,559.3824999999999,618.895,551.6650000000001,413.0975,427.29999999999995,432.53999999999996,647.0825,572.02,508.79
88,458.895,474.715,347.435,563.9749999999999,655.7225000000001,657.72,507.76,409.485,461.16249999999997,518.9925,497.01750000000004,573.5875000000001,434.5925,450.63000000000005,418.825,557.1724999999999,603.235,575.75,393.17249999999996,461.485,465.37,618.7874999999999,619.49,476.71250000000003
89,484.5425,426.115,357.53249999999997,580.9849999999999,624.4025,649.7275,505.65749999999997,375.57000000000005,470.615,501.4975,542.7,597.7275,402.73,436.4275,428.27500000000003,586.1700000000001,641.305,530.1725,386.5325,432.43000000000006,526.395,640.5475,593.675,540.38
90,477.1424999999999,461.4825,355.37499999999994,578.1225000000001,610.1975,669.275,501.98499999999996,422.8225,501.65999999999997,555.77,507.22249999999997,558.79,409.37249999999995,380.915,463.1575,551.0699999999999,569.375,563.7625,407.4825,416.8275,443.505,577.855,595.51,477.52
91,474.875,462.8325,369.89750000000004,531.845,593.405,701.0799999999999,552.905,415.9075,514.78,505.1175,528.9325000000001,578.5550000000001,400.7875,405.53999999999996,513.9175,579.855,560.6800000000001,551.285,421.3625,421.3075,420.49750000000006,606.2025000000001,587.735,508.79
92,452.41,431.29999999999995,390.64,590.9775,589.895,699.5699999999999,528.55,423.8425,499.015,504.5225,536.1625,598.375,400.8425,370.925,428.87,536.22,563.2199999999999,558.0350000000001,414.5575,472.985,506.14,623.1575,583.6875,495.6125
